ID,GeneratedTokens,TIMESTAMP,Deadline,Score,Priority,Switching Cost
65,50,2024-05-07T06:37:32.489284,2024-05-07T06:37:34.054284,31.94888178913738,0.6389776357827476,25.0
66,4,2024-05-07T06:37:32.506284,2024-05-07T06:37:33.586284,3.7037037037037033,0.9259259259259258,2.0
67,8,2024-05-07T06:37:32.518284,2024-05-07T06:37:34.152284,4.8959608323133414,0.6119951040391677,4.0
68,12,2024-05-07T06:37:32.518284,2024-05-07T06:37:34.657284,5.610098176718093,0.4675081813931744,6.0
69,46,2024-05-07T06:37:32.556284,2024-05-07T06:37:35.438284,15.961138098542678,0.3469812630117973,23.0
70,2,2024-05-07T06:37:32.564284,2024-05-07T06:37:34.407284,1.0851871947911014,0.5425935973955507,1.0
71,2,2024-05-07T06:37:32.686284,2024-05-07T06:37:33.693284,1.98609731876862,0.99304865938431,1.0
72,50,2024-05-07T06:37:32.689284,2024-05-07T06:37:39.935284,6.90035881865857,0.1380071763731714,25.0
73,30,2024-05-07T06:37:32.721284,2024-05-07T06:37:34.751284,14.77832512315271,0.4926108374384237,15.0
74,35,2024-05-07T06:37:32.801284,2024-05-07T06:37:35.928284,11.192836584585866,0.3197953309881676,17.5
75,76,2024-05-07T06:37:32.860284,2024-05-07T06:37:52.928284,3.7871237791508867,0.04983057604145904,38.0
76,3,2024-05-07T06:37:32.897284,2024-05-07T06:37:34.127284,2.4390243902439024,0.8130081300813008,1.5
77,28,2024-05-07T06:37:32.911284,2024-05-07T06:37:41.825284,3.141126318151223,0.11218308279111511,14.0
78,30,2024-05-07T06:37:32.956284,2024-05-07T06:37:34.621284,18.01801801801802,0.6006006006006006,15.0
79,11,2024-05-07T06:37:32.986284,2024-05-07T06:37:34.489284,7.318695941450433,0.6653359946773121,5.5
80,78,2024-05-07T06:37:32.992284,2024-05-07T06:37:34.410284,55.00705218617772,0.7052186177715092,39.0
81,3,2024-05-07T06:37:33.430284,2024-05-07T06:37:34.544284,2.6929982046678633,0.8976660682226211,1.5
82,59,2024-05-07T06:37:33.457284,2024-05-07T06:37:35.633284,27.113970588235293,0.45955882352941174,29.5
83,56,2024-05-07T06:37:33.524284,2024-05-07T06:37:42.892284,5.977796754910333,0.1067463706233988,28.0
84,65,2024-05-07T06:37:33.573284,2024-05-07T06:37:35.682284,30.820293978188715,0.474158368895211,32.5
85,17,2024-05-07T06:37:33.584284,2024-05-07T06:37:37.047284,4.909038406006353,0.28876696505919724,8.5
86,2,2024-05-07T06:37:33.644284,2024-05-07T06:37:34.654284,1.9801980198019802,0.9900990099009901,1.0
87,32,2024-05-07T06:37:33.706284,2024-05-07T06:37:40.419284,4.766870251750335,0.14896469536719797,16.0
88,1,2024-05-07T06:37:33.711284,2024-05-07T06:37:34.751284,0.9615384615384615,0.9615384615384615,0.5
89,1,2024-05-07T06:37:33.754284,2024-05-07T06:37:34.830284,0.929368029739777,0.929368029739777,0.5
90,89,2024-05-07T06:37:33.824284,2024-05-07T06:37:37.090284,27.25045927740355,0.3061849357011635,44.5
91,2,2024-05-07T06:37:34.348284,2024-05-07T06:37:35.423284,1.8604651162790697,0.9302325581395349,1.0
92,1,2024-05-07T06:37:34.362284,2024-05-07T06:37:35.505284,0.8748906386701663,0.8748906386701663,0.5
93,59,2024-05-07T06:37:34.387284,2024-05-07T06:37:37.142284,21.415607985480946,0.3629764065335753,29.5
94,2,2024-05-07T06:37:34.431284,2024-05-07T06:37:35.605284,1.7035775127768313,0.8517887563884157,1.0
95,13,2024-05-07T06:37:34.555284,2024-05-07T06:37:35.567284,12.845849802371541,0.9881422924901185,6.5
96,4,2024-05-07T06:37:34.577284,2024-05-07T06:37:36.100284,2.6263952724885096,0.6565988181221274,2.0
97,18,2024-05-07T06:37:34.626284,2024-05-07T06:37:39.086284,4.0358744394618835,0.2242152466367713,9.0
98,2,2024-05-07T06:37:34.632284,2024-05-07T06:37:36.753284,0.9429514380009429,0.47147571900047147,1.0
99,74,2024-05-07T06:37:34.676284,2024-05-07T06:37:43.460284,8.424408014571949,0.11384335154826958,37.0
100,25,2024-05-07T06:37:34.717284,2024-05-07T06:37:40.088284,4.654626698938745,0.1861850679575498,12.5
101,1,2024-05-07T06:37:34.948284,2024-05-07T06:37:35.981284,0.9680542110358181,0.9680542110358181,0.5
102,86,2024-05-07T06:37:34.974284,2024-05-07T06:38:28.019284,1.6212649637100573,0.018851918182675086,43.0
103,37,2024-05-07T06:37:35.025284,2024-05-07T06:37:38.646284,10.218171775752555,0.27616680475006905,18.5
104,13,2024-05-07T06:37:35.094284,2024-05-07T06:37:41.482284,2.0350657482780212,0.15654351909830932,6.5
105,37,2024-05-07T06:37:35.170284,2024-05-07T06:37:39.702284,8.164165931156223,0.22065313327449249,18.5
106,3,2024-05-07T06:37:35.202284,2024-05-07T06:37:36.503284,2.3059185242121445,0.7686395080707149,1.5
107,54,2024-05-07T06:37:35.286284,2024-05-07T06:37:53.184284,3.0170968823332216,0.055872164487652254,27.0
108,52,2024-05-07T06:37:35.313284,2024-05-07T06:37:44.330284,5.766884773206167,0.11090163025396474,26.0
109,54,2024-05-07T06:37:35.314284,2024-05-07T06:37:42.288284,7.743045597935188,0.14338973329509608,27.0
110,32,2024-05-07T06:37:35.332284,2024-05-07T06:37:40.098284,6.714225765841376,0.209819555182543,16.0
111,2,2024-05-07T06:37:35.414284,2024-05-07T06:37:36.452284,1.9267822736030829,0.9633911368015414,1.0
112,1,2024-05-07T06:37:35.430284,2024-05-07T06:37:36.445284,0.9852216748768474,0.9852216748768474,0.5
113,1,2024-05-07T06:37:35.492284,2024-05-07T06:37:36.579284,0.9199632014719411,0.9199632014719411,0.5
114,41,2024-05-07T06:37:35.492284,2024-05-07T06:37:37.438284,21.0688591983556,0.513874614594039,20.5
115,13,2024-05-07T06:37:35.501284,2024-05-07T06:37:39.669284,3.1190019193857963,0.2399232245681382,6.5
116,2,2024-05-07T06:37:35.578284,2024-05-07T06:37:36.703284,1.7777777777777777,0.8888888888888888,1.0
117,1,2024-05-07T06:37:35.632284,2024-05-07T06:37:36.656284,0.9765625,0.9765625,0.5
118,86,2024-05-07T06:37:35.681284,2024-05-07T06:37:46.107284,8.24860924611548,0.0959140610013428,43.0
119,18,2024-05-07T06:37:35.683284,2024-05-07T06:37:37.964284,7.89127575624726,0.4384042086804033,9.0
120,115,2024-05-07T06:37:35.758284,2024-05-07T06:38:20.817284,2.5522093255509444,0.022193124570008212,57.5
121,4,2024-05-07T06:37:36.157284,2024-05-07T06:37:37.185284,3.8910505836575875,0.9727626459143969,2.0
122,30,2024-05-07T06:37:36.170284,2024-05-07T06:37:43.701284,3.983534723144337,0.1327844907714779,15.0
123,80,2024-05-07T06:37:36.170284,2024-05-07T06:38:14.040284,2.112490097702667,0.02640612622128334,40.0
124,25,2024-05-07T06:37:36.172284,2024-05-07T06:37:37.376284,20.764119601328904,0.8305647840531561,12.5
125,56,2024-05-07T06:37:36.173284,2024-05-07T06:37:43.151284,8.025222126683865,0.14330753797649756,28.0
126,1,2024-05-07T06:37:36.276284,2024-05-07T06:37:37.280284,0.9960159362549801,0.9960159362549801,0.5
127,1,2024-05-07T06:37:36.321284,2024-05-07T06:37:37.536284,0.8230452674897119,0.8230452674897119,0.5
128,11,2024-05-07T06:37:36.380284,2024-05-07T06:37:40.427284,2.7180627625401534,0.2470966147763776,5.5
129,1,2024-05-07T06:37:36.386284,2024-05-07T06:37:37.398284,0.9881422924901185,0.9881422924901185,0.5
130,44,2024-05-07T06:37:36.413284,2024-05-07T06:37:48.560284,3.6222935704289125,0.08232485387338437,22.0
131,1,2024-05-07T06:37:36.420284,2024-05-07T06:37:37.457284,0.9643201542912248,0.9643201542912248,0.5
132,1,2024-05-07T06:37:36.455284,2024-05-07T06:37:37.673284,0.8210180623973727,0.8210180623973727,0.5
133,46,2024-05-07T06:37:36.530284,2024-05-07T06:37:45.824284,4.949429739616957,0.10759629868732515,23.0
134,108,2024-05-07T06:37:36.569284,2024-05-07T06:37:52.201284,6.908904810644831,0.06397134083930399,54.0
135,1,2024-05-07T06:37:36.602284,2024-05-07T06:37:38.085284,0.6743088334457181,0.6743088334457181,0.5
136,2,2024-05-07T06:37:36.603284,2024-05-07T06:37:37.633284,1.941747572815534,0.970873786407767,1.0
137,41,2024-05-07T06:37:36.629284,2024-05-07T06:37:44.411284,5.268568491390388,0.1285016705217168,20.5
138,28,2024-05-07T06:37:36.683284,2024-05-07T06:37:38.316284,17.146356399265155,0.612369871402327,14.0
139,37,2024-05-07T06:37:36.685284,2024-05-07T06:37:50.429284,2.6920838183934808,0.07275902211874273,18.5
140,38,2024-05-07T06:37:36.711284,2024-05-07T06:37:42.219284,6.899055918663762,0.18155410312273057,19.0
141,2,2024-05-07T06:37:36.800284,2024-05-07T06:37:37.816284,1.968503937007874,0.984251968503937,1.0
142,20,2024-05-07T06:37:36.808284,2024-05-07T06:37:46.947284,1.9725811223986587,0.09862905611993295,10.0
143,11,2024-05-07T06:37:36.815284,2024-05-07T06:37:39.110284,4.793028322440088,0.4357298474945534,5.5
144,23,2024-05-07T06:37:36.848284,2024-05-07T06:37:43.725284,3.3444816053511706,0.14541224371092046,11.5
145,82,2024-05-07T06:37:36.900284,2024-05-07T06:38:03.754284,3.0535488195427125,0.03723840023832576,41.0
146,4,2024-05-07T06:37:36.926284,2024-05-07T06:37:37.977284,3.805899143672693,0.9514747859181732,2.0
147,69,2024-05-07T06:37:36.933284,2024-05-07T06:37:51.685284,4.677331887201735,0.06778741865509762,34.5
148,61,2024-05-07T06:37:36.939284,2024-05-07T06:37:42.923284,10.193850267379679,0.16711229946524064,30.5
149,20,2024-05-07T06:37:36.952284,2024-05-07T06:37:40.724284,5.302226935312832,0.2651113467656416,10.0
150,1,2024-05-07T06:37:36.972284,2024-05-07T06:37:38.499284,0.6548788474132285,0.6548788474132285,0.5
151,4,2024-05-07T06:37:37.490284,2024-05-07T06:37:38.491284,3.9960039960039966,0.9990009990009991,2.0
152,1,2024-05-07T06:37:37.494284,2024-05-07T06:37:38.558284,0.9398496240601504,0.9398496240601504,0.5
153,1,2024-05-07T06:37:37.497284,2024-05-07T06:37:38.516284,0.9813542688910698,0.9813542688910698,0.5
154,39,2024-05-07T06:37:37.499284,2024-05-07T06:37:38.567284,36.51685393258427,0.9363295880149812,19.5
155,26,2024-05-07T06:37:37.530284,2024-05-07T06:37:38.864284,19.490254872563717,0.7496251874062968,13.0
156,1,2024-05-07T06:37:37.600284,2024-05-07T06:37:38.677284,0.9285051067780873,0.9285051067780873,0.5
157,25,2024-05-07T06:37:37.675284,2024-05-07T06:37:47.447284,2.55832992222677,0.10233319688907082,12.5
158,10,2024-05-07T06:37:37.700284,2024-05-07T06:37:38.779284,9.267840593141798,0.9267840593141798,5.0
159,62,2024-05-07T06:37:38.065284,2024-05-07T06:37:42.359284,14.438751746623197,0.2328830926874709,31.0
160,1,2024-05-07T06:37:38.091284,2024-05-07T06:37:39.170284,0.9267840593141798,0.9267840593141798,0.5
161,4,2024-05-07T06:37:38.155284,2024-05-07T06:37:39.213284,3.7807183364839316,0.9451795841209829,2.0
162,23,2024-05-07T06:37:38.163284,2024-05-07T06:37:40.243284,11.057692307692307,0.4807692307692307,11.5
163,45,2024-05-07T06:37:38.231284,2024-05-07T06:37:42.412284,10.762975364745277,0.2391772303276728,22.5
164,88,2024-05-07T06:37:38.241284,2024-05-07T06:38:39.422284,1.4383550448668705,0.016344943691668983,44.0
165,50,2024-05-07T06:37:38.244284,2024-05-07T06:37:42.357284,12.156576707999026,0.2431315341599805,25.0
166,2,2024-05-07T06:37:38.263284,2024-05-07T06:37:39.283284,1.9607843137254901,0.9803921568627451,1.0
167,1,2024-05-07T06:37:38.322284,2024-05-07T06:37:39.550284,0.8143322475570033,0.8143322475570033,0.5
168,65,2024-05-07T06:37:38.331284,2024-05-07T06:37:40.109284,36.55793025871766,0.562429696287964,32.5
169,32,2024-05-07T06:37:38.336284,2024-05-07T06:37:39.745284,22.711142654364796,0.7097232079488999,16.0
170,48,2024-05-07T06:37:38.498284,2024-05-07T06:37:39.537284,46.198267564966315,0.9624639076034649,24.0
171,2,2024-05-07T06:37:38.514284,2024-05-07T06:37:39.553284,1.9249278152069298,0.9624639076034649,1.0
172,66,2024-05-07T06:37:38.524284,2024-05-07T06:37:49.209284,6.1768834815161435,0.09358914365933552,33.0
173,27,2024-05-07T06:37:38.560284,2024-05-07T06:37:47.259284,3.103805035061501,0.11495574203931487,13.5
174,31,2024-05-07T06:37:38.601284,2024-05-07T06:37:39.944284,23.08265078183172,0.7446016381236039,15.5
175,40,2024-05-07T06:37:38.624284,2024-05-07T06:37:46.688284,4.9603174603174605,0.12400793650793651,20.0
176,1,2024-05-07T06:37:38.705284,2024-05-07T06:37:39.719284,0.9861932938856016,0.9861932938856016,0.5
177,1,2024-05-07T06:37:38.784284,2024-05-07T06:37:39.799284,0.9852216748768474,0.9852216748768474,0.5
178,86,2024-05-07T06:37:38.813284,2024-05-07T06:37:44.973284,13.96103896103896,0.16233766233766234,43.0
179,32,2024-05-07T06:37:38.884284,2024-05-07T06:37:42.097284,9.959539371304077,0.3112356053532524,16.0
180,69,2024-05-07T06:37:38.894284,2024-05-07T06:37:45.941284,9.791400595998297,0.14190435646374344,34.5
181,2,2024-05-07T06:37:39.058284,2024-05-07T06:37:40.190284,1.76678445229682,0.88339222614841,1.0
182,19,2024-05-07T06:37:39.070284,2024-05-07T06:37:44.789284,3.3222591362126246,0.17485574401119075,9.5
183,27,2024-05-07T06:37:39.092284,2024-05-07T06:37:43.859284,5.66393958464443,0.20977554017201594,13.5
184,64,2024-05-07T06:37:39.107284,2024-05-07T06:37:46.082284,9.17562724014337,0.14336917562724016,32.0
185,3,2024-05-07T06:37:39.148284,2024-05-07T06:37:40.216284,2.8089887640449436,0.9363295880149812,1.5
186,1,2024-05-07T06:37:39.184284,2024-05-07T06:37:40.196284,0.9881422924901185,0.9881422924901185,0.5
187,49,2024-05-07T06:37:39.190284,2024-05-07T06:38:01.400284,2.206213417379559,0.04502476361999099,24.5
188,72,2024-05-07T06:37:39.217284,2024-05-07T06:37:53.843284,4.922740325447833,0.06837139340899767,36.0
189,31,2024-05-07T06:37:39.228284,2024-05-07T06:37:47.232284,3.873063468265867,0.12493753123438281,15.5
190,45,2024-05-07T06:37:39.270284,2024-05-07T06:37:46.471284,6.249132064990974,0.13886960144424387,22.5
191,4,2024-05-07T06:37:39.334284,2024-05-07T06:37:40.440284,3.6166365280289328,0.9041591320072332,2.0
192,60,2024-05-07T06:37:39.355284,2024-05-07T06:37:56.774284,3.444514610482806,0.0574085768413801,30.0
193,68,2024-05-07T06:37:39.503284,2024-05-07T06:37:51.664284,5.591645423896061,0.08223007976317738,34.0
194,39,2024-05-07T06:37:39.506284,2024-05-07T06:37:44.814284,7.347400150715901,0.18839487565938207,19.5
195,84,2024-05-07T06:37:39.508284,2024-05-07T06:37:41.348284,45.65217391304348,0.5434782608695652,42.0
196,2,2024-05-07T06:37:39.560284,2024-05-07T06:37:40.570284,1.9801980198019802,0.9900990099009901,1.0
197,132,2024-05-07T06:37:39.561284,2024-05-07T06:38:03.307284,5.558830961003959,0.042112355765181506,66.0
198,55,2024-05-07T06:37:39.594284,2024-05-07T06:37:46.939284,7.488087134104833,0.13614703880190607,27.5
199,1,2024-05-07T06:37:39.700284,2024-05-07T06:37:40.778284,0.9276437847866419,0.9276437847866419,0.5
200,49,2024-05-07T06:37:39.702284,2024-05-07T06:37:43.223284,13.916500994035786,0.28401022436807727,24.5
201,2,2024-05-07T06:37:39.722284,2024-05-07T06:37:40.808284,1.8416206261510129,0.9208103130755064,1.0
202,23,2024-05-07T06:37:39.745284,2024-05-07T06:37:41.325284,14.556962025316455,0.6329113924050632,11.5
203,36,2024-05-07T06:37:39.776284,2024-05-07T06:37:41.811284,17.69041769041769,0.49140049140049136,18.0
204,19,2024-05-07T06:37:39.794284,2024-05-07T06:37:52.318284,1.517087192590227,0.07984669434685404,9.5
205,11,2024-05-07T06:37:39.841284,2024-05-07T06:37:42.142284,4.780530204259017,0.43459365493263796,5.5
206,3,2024-05-07T06:37:39.860284,2024-05-07T06:37:40.874284,2.9585798816568047,0.9861932938856016,1.5
207,34,2024-05-07T06:37:39.909284,2024-05-07T06:37:41.457284,21.963824289405686,0.6459948320413437,17.0
208,44,2024-05-07T06:37:39.942284,2024-05-07T06:37:44.241284,10.234938357757617,0.2326122354035822,22.0
209,101,2024-05-07T06:37:39.942284,2024-05-07T06:38:03.387284,4.307954787801237,0.04265301770100235,50.5
210,4,2024-05-07T06:37:39.972284,2024-05-07T06:37:44.094284,0.970402717127608,0.242600679281902,2.0
211,3,2024-05-07T06:37:40.020284,2024-05-07T06:37:41.021284,2.997002997002997,0.9990009990009991,1.5
212,57,2024-05-07T06:37:40.045284,2024-05-07T06:37:44.723284,12.18469431380932,0.21376656690893545,28.5
213,51,2024-05-07T06:37:40.047284,2024-05-07T06:37:50.423284,4.915188897455667,0.0963762528912876,25.5
214,34,2024-05-07T06:37:40.068284,2024-05-07T06:37:45.760284,5.973295853829937,0.17568517217146873,17.0
215,29,2024-05-07T06:37:40.081284,2024-05-07T06:37:46.558284,4.477381503782615,0.1543924656476764,14.5
216,4,2024-05-07T06:37:40.098284,2024-05-07T06:37:41.517284,2.818886539816772,0.704721634954193,2.0
217,60,2024-05-07T06:37:40.126284,2024-05-07T06:37:47.395284,8.254230293025175,0.13757050488375291,30.0
218,49,2024-05-07T06:37:40.136284,2024-05-07T06:37:46.638284,7.536142725315288,0.15379883112888343,24.5
219,43,2024-05-07T06:37:40.137284,2024-05-07T06:38:09.638284,1.4575777092301956,0.033897156028609196,21.5
220,40,2024-05-07T06:37:40.187284,2024-05-07T06:37:45.235284,7.923930269413629,0.19809825673534073,20.0
221,3,2024-05-07T06:37:40.251284,2024-05-07T06:37:41.485284,2.4311183144246353,0.8103727714748784,1.5
222,54,2024-05-07T06:37:40.287284,2024-05-07T06:37:45.786284,9.819967266775778,0.18185124568103292,27.0
223,48,2024-05-07T06:37:40.331284,2024-05-07T06:37:45.261284,9.736308316430021,0.20283975659229211,24.0
224,22,2024-05-07T06:37:40.400284,2024-05-07T06:37:43.164284,7.959479015918959,0.36179450072358904,11.0
225,63,2024-05-07T06:37:40.406284,2024-05-07T06:37:54.908284,4.344228382292098,0.06895600606812853,31.5
226,1,2024-05-07T06:37:40.442284,2024-05-07T06:37:41.474284,0.9689922480620154,0.9689922480620154,0.5
227,35,2024-05-07T06:37:40.531284,2024-05-07T06:37:50.049284,3.677243118302164,0.10506408909434754,17.5
228,67,2024-05-07T06:37:40.535284,2024-05-07T06:37:52.165284,5.760963026655202,0.08598452278589853,33.5
229,24,2024-05-07T06:37:40.652284,2024-05-07T06:37:46.532284,4.081632653061225,0.17006802721088435,12.0
230,52,2024-05-07T06:37:40.670284,2024-05-07T06:37:47.203284,7.959589774988519,0.1530690341343946,26.0
231,1,2024-05-07T06:37:41.001284,2024-05-07T06:37:42.018284,0.9832841691248771,0.9832841691248771,0.5
232,1,2024-05-07T06:37:41.027284,2024-05-07T06:37:42.443284,0.7062146892655368,0.7062146892655368,0.5
233,53,2024-05-07T06:37:41.057284,2024-05-07T06:37:45.674284,11.479315572882824,0.21659085986571366,26.5
234,9,2024-05-07T06:37:41.103284,2024-05-07T06:37:43.229284,4.233301975540922,0.4703668861712136,4.5
235,62,2024-05-07T06:37:41.152284,2024-05-07T06:38:35.184284,1.147468167012141,0.018507551080840984,31.0
236,4,2024-05-07T06:37:41.179284,2024-05-07T06:37:42.231284,3.8022813688212924,0.9505703422053231,2.0
237,12,2024-05-07T06:37:41.184284,2024-05-07T06:37:47.568284,1.8796992481203008,0.15664160401002505,6.0
238,1,2024-05-07T06:37:41.200284,2024-05-07T06:37:42.290284,0.9174311926605504,0.9174311926605504,0.5
239,28,2024-05-07T06:37:41.219284,2024-05-07T06:37:44.359284,8.9171974522293,0.3184713375796178,14.0
240,92,2024-05-07T06:37:41.232284,2024-05-07T06:38:17.679284,2.524213241144676,0.027437100447224735,46.0
241,2,2024-05-07T06:37:41.538284,2024-05-07T06:37:42.560284,1.9569471624266144,0.9784735812133072,1.0
242,10,2024-05-07T06:37:41.540284,2024-05-07T06:37:43.359284,5.497526113249038,0.5497526113249038,5.0
